Sr. No,"All India 
Merit",Choice Code,Course Name,"Exam(JEE/
MHT-CET)",Type,Seat Type,InstituteCode
"1,053",59583 (2.7483706),625061210,Mechanical Engineering,JEE(Main),AI to AI,AI,6250
"1,054",59653 (2.5798958),414329310,Electrical Engineering,JEE(Main),AI to AI,AI,4143
,,,,,,,
"1,055",59657 (2.5798958),414419110,Civil Engineering,JEE(Main),AI to AI,AI,4144
"1,056",59663 (2.5327016),464824210,Computer Science and ,JEE(Main),AI to AI,AI,4648
,,,Engineering,,,,
"1,057",59708 (2.3622293),612219110,Civil Engineering,JEE(Main),AI to AI,AI,6122
"1,058",59722 (2.3565685),675737210,Electronics and ,JEE(Main),AI to AI,AI,6757
,,,Telecommunication Engg,,,,
"1,059",59771 (2.1737974),419337010,Electronics and ,JEE(Main),MI to AI,MI,4193
,,,Communication ,,,,
"1,060",59781 (2.1411812),675799510,Artificial Intelligence and ,JEE(Main),AI to AI,AI,6757
,,,Data Science,,,,
"1,061",59825 (1.9788183),516929310,Electrical Engineering,JEE(Main),AI to AI,AI,5169
,,,,,,,
"1,062",59828 (1.9429182),112629310,Electrical Engineering,JEE(Main),AI to AI,AI,1126
,,,,,,,
"1,063",59836 (1.8902032),413861210,Mechanical Engineering,JEE(Main),MI to AI,MI,4138
,,,,,,,
"1,064",59878 (1.7310942),343929310,Electrical Engineering,JEE(Main),MI to AI,MI,3439
,,,,,,,
"1,065",59900 (1.6269108),627061210,Mechanical Engineering,JEE(Main),AI to AI,AI,6270
,,,,,,,
"1,066",59951 (1.4459343),415161210,Mechanical Engineering,JEE(Main),AI to AI,AI,4151
,,,,,,,
"1,067",59997 (1.2846685),415119110,Civil Engineering,JEE(Main),AI to AI,AI,4151
,,,,,,,
"1,068",60012 (1.2553132),318319110,Civil Engineering,JEE(Main),AI to AI,AI,3183
,,,,,,,
"1,069",60034 (1.2126014),126835610,Electrical Engg[Electronics ,JEE(Main),AI to AI,AI,1268
,,,and Power],,,,
"1,070",60044 (1.1517639),112361210,Mechanical Engineering,JEE(Main),AI to AI,AI,1123
"1,071",60067 (1.0484095),418870110,Mining Engineering,JEE(Main),AI to AI,AI,4188
,,,,,,,
"1,072",60074 (1.0330732),126519110,Civil Engineering,JEE(Main),AI to AI,AI,1265
,,,,,,,
"1,073",60076 (1.0319332),419619110,Civil Engineering,JEE(Main),AI to AI,AI,4196
,,,,,,,
"1,074",60079 (1.0319332),414519110,Civil Engineering,JEE(Main),AI to AI,AI,4145
,,,,,,,
"1,075",60151 (0.7250364),412319110,Civil Engineering,JEE(Main),MI to AI,MI,4123
,,,,,,,
"1,076",60170 (0.6707128),417219110,Civil Engineering,JEE(Main),MI to AI,MI,4172
"1,077",60179 (0.6511333),417761210,Mechanical Engineering,JEE(Main),MI to AI,MI,4177
,,,,,,,
"1,078",60205 (0.5551916),410461210,Mechanical Engineering,JEE(Main),AI to AI,AI,4104
,,,,,,,
"1,079",60210 (0.5172592),413819110,Civil Engineering,JEE(Main),MI to AI,MI,4138
,,,,,,,
"1,080",60211 (0.5165366),416361210,Mechanical Engineering,JEE(Main),AI to AI,AI,4163
"1,081",60227 (0.4645472),419329310,Electrical Engineering,JEE(Main),MI to AI,MI,4193
,,,,,,,
"1,082",60272 (0.2947985),628301210,Agriculture Engineering,JEE(Main),AI to AI,AI,6283
"1,083",60274 (0.2947985),118026310,Artificial Intelligence (AI) ,JEE(Main),AI to AI,AI,1180
,,,and Data Science,,,,
"1,084",60317 (0.1581847),632124210,Computer Science and ,JEE(Main),AI to AI,AI,6321
,,,Engineering,,,,
"1,085",60340 (0.0992812),417261210,Mechanical Engineering,JEE(Main),MI to AI,MI,4172
"1,086",61390 (95.8019426),614119110,Civil Engineering,MHT-CET,AI to AI,AI,6141
,,,,,,,
"1,087",62095 (94.2383135),517319110,Civil Engineering,MHT-CET,AI to AI,AI,5173
,,,,,,,
"1,088",63920 (91.1518646),314629310,Electrical Engineering,MHT-CET,AI to AI,AI,3146
,,,,,,,
"1,089",65148 (89.3832493),625050710,Chemical Engineering,MHT-CET,AI to AI,AI,6250
"1,090",66944 (86.9162467),318361210,Mechanical Engineering,MHT-CET,MI to AI,MI,3183
,,,,,,,
"1,091",67671 (85.8567675),673260210,Automobile Engineering,MHT-CET,AI to AI,AI,6732
"1,092",68159 (85.2978814),675561210,Mechanical Engineering,MHT-CET,AI to AI,AI,6755
,,,,,,,
"1,093",68638 (84.8685155),319419110,Civil Engineering,MHT-CET,AI to AI,AI,3194
"1,094",72037 (80.8718313),321991110,Computer Science and ,MHT-CET,MI to AI,MI,3219
,,,Engineering(Artificial ,,,,
"1,095",73264 (79.5309168),321737210,Electronics and ,MHT-CET,AI to AI,AI,3217
,,,Telecommunication Engg,,,,
"1,096",74263 (78.2814198),617719110,Civil Engineering,MHT-CET,AI to AI,AI,6177
"1,097",74468 (78.1473584),524492210,Civil and Environmental ,MHT-CET,AI to AI,AI,5244
,,,Engineering,,,,
"1,098",78514 (73.5739966),673261210,Mechanical Engineering,MHT-CET,AI to AI,AI,6732
"1,099",78664 (73.4437245),641961210,Mechanical Engineering,MHT-CET,AI to AI,AI,6419
,,,,,,,
"1,100",79874 (72.4718017),631791610,Automation and Robotics,MHT-CET,AI to AI,AI,6317
,,,,,,,
"1,101",81373 (70.8665527),320119110,Civil Engineering,MHT-CET,MI to AI,MI,3201
"1,102",81967 (69.6045087),662884410,Electronics and Computer ,MHT-CET,AI to AI,AI,6628
,,,Engineering,,,,
"1,103",83170 (68.5714285),664961210,Mechanical Engineering,MHT-CET,AI to AI,AI,6649
,,,,,,,
"1,104",83854 (67.7143135),317519110,Civil Engineering,MHT-CET,AI to AI,AI,3175
,,,,,,,
"1,105",85771 (65.5958943),614561210,Mechanical Engineering,MHT-CET,AI to AI,AI,6145
"1,106",86304 (64.8863260),663461210,Mechanical Engineering,MHT-CET,AI to AI,AI,6634
,,,,,,,
"1,107",87967 (63.0882980),313561210,Mechanical Engineering,MHT-CET,AI to AI,AI,3135
,,,,,,,
"1,108",87992 (63.0882980),631061210,Mechanical Engineering,MHT-CET,AI to AI,AI,6310
,,,,,,,
"1,109",88284 (63.0502380),622257010,Fashion Technology,MHT-CET,AI to AI,AI,6222
,,,,,,,
"1,110",88304 (63.0502380),631761210,Mechanical Engineering,MHT-CET,AI to AI,AI,6317
,,,,,,,
"1,111",88855 (62.0823842),347719110,Civil Engineering,MHT-CET,AI to AI,AI,3477
"1,112",89427 (61.6697194),615561210,Mechanical Engineering,MHT-CET,MI to AI,MI,6155
"1,113",90982 (59.6829046),676861210,Mechanical Engineering,MHT-CET,AI to AI,AI,6768
"1,114",91239 (59.5292331),616019110,Civil Engineering,MHT-CET,AI to AI,AI,6160
"1,115",93752 (56.5826603),632561210,Mechanical Engineering,MHT-CET,AI to AI,AI,6325
,,,,,,,
"1,116",94220 (55.8902921),321861210,Mechanical Engineering,MHT-CET,AI to AI,AI,3218
,,,,,,,
"1,117",95566 (54.1246150),630761210,Mechanical Engineering,MHT-CET,AI to AI,AI,6307
,,,,,,,
"1,118",97065 (52.2301039),319061210,Mechanical Engineering,MHT-CET,AI to AI,AI,3190
"1,119",98887 (49.5565410),320161210,Mechanical Engineering,MHT-CET,MI to AI,MI,3201
"1,120",99590 (48.9390238),622261210,Mechanical Engineering,MHT-CET,AI to AI,AI,6222
,,,,,,,
,,,,,,,
"1,121",99614 (48.9390238),322491110,Computer Science and ,MHT-CET,AI to AI,AI,3224
,,,Engineering(Artificial ,,,,
"1,122",101577 (46.1727561),319019110,Civil Engineering,MHT-CET,AI to AI,AI,3190
"1,123",103822 (43.3051128),319361210,Mechanical Engineering,MHT-CET,AI to AI,AI,3193
"1,124",104107 (42.8034319),211361210,Mechanical Engineering,MHT-CET,AI to AI,AI,2113
"1,125",104207 (42.8034319),321161210,Mechanical Engineering,MHT-CET,MI to AI,MI,3211
"1,126",104806 (42.3018437),631161210,Mechanical Engineering,MHT-CET,AI to AI,AI,6311
,,,,,,,
"1,127",104879 (42.3018437),617750710,Chemical Engineering,MHT-CET,AI to AI,AI,6177
"1,128",104949 (42.0206383),675624210,Computer Science and ,MHT-CET,AI to AI,AI,6756
,,,Engineering,,,,
"1,129",105695 (41.1873138),524491610,Automation and Robotics,MHT-CET,AI to AI,AI,5244
,,,,,,,
"1,130",106336 (39.5925136),683929310,Electrical Engineering,MHT-CET,AI to AI,AI,6839
"1,131",106793 (39.4196471),646624210,Computer Science and ,MHT-CET,AI to AI,AI,6466
,,,Engineering,,,,
"1,132",107377 (39.1582539),679737210,Electronics and ,MHT-CET,AI to AI,AI,6797
,,,Telecommunication Engg,,,,
"1,133",108521 (36.1623265),212937610,Electronics Engineering,MHT-CET,AI to AI,AI,2129
"1,134",111472 (32.3435843),319461210,Mechanical Engineering,MHT-CET,AI to AI,AI,3194
,,,,,,,
"1,135",112237 (31.7734581),347162410,Mechatronics Engineering,MHT-CET,AI to AI,AI,3471
"1,136",112558 (30.5619889),211461210,Mechanical Engineering,MHT-CET,AI to AI,AI,2114
"1,137",113044 (29.9372742),335392110,Artificial Intelligence and ,MHT-CET,AI to AI,AI,3353
,,,Machine Learning,,,,
"1,138",113581 (29.2342823),321791610,Automation and Robotics,MHT-CET,AI to AI,AI,3217
,,,,,,,
"1,139",114530 (27.3337429),664019110,Civil Engineering,MHT-CET,AI to AI,AI,6640
"1,140",114798 (26.9007793),675626310,Artificial Intelligence (AI) ,MHT-CET,AI to AI,AI,6756
,,,and Data Science,,,,
"1,141",115468 (25.8381109),626850710,Chemical Engineering,MHT-CET,AI to AI,AI,6268
"1,142",116616 (23.9542468),631919110,Civil Engineering,MHT-CET,AI to AI,AI,6319
,,,,,,,
"1,143",116885 (23.4829494),680861210,Mechanical Engineering,MHT-CET,AI to AI,AI,6808
"1,144",117203 (23.1211380),320760210,Automobile Engineering,MHT-CET,MI to AI,MI,3207
"1,145",117659 (22.2500723),627819110,Civil Engineering,MHT-CET,AI to AI,AI,6278
"1,146",117709 (22.2500723),213829310,Electrical Engineering,MHT-CET,AI to AI,AI,2138
,,,,,,,
"1,147",117758 (22.2500723),213099510,Artificial Intelligence and ,MHT-CET,AI to AI,AI,2130
,,,Data Science,,,,
"1,148",117914 (22.1694264),322137210,Electronics and ,MHT-CET,AI to AI,AI,3221
,,,Telecommunication Engg,,,,
,,,,,,,
"1,149",118287 (21.5067519),510846410,Instrumentation and ,MHT-CET,AI to AI,AI,5108
,,,Control Engineering,,,,
"1,150",118365 (21.2317049),622019110,Civil Engineering,MHT-CET,AI to AI,AI,6220
,,,,,,,
"1,151",118471 (20.8205322),682219110,Civil Engineering,MHT-CET,AI to AI,AI,6822
,,,,,,,
"1,152",118504 (20.8205322),111719110,Civil Engineering,MHT-CET,AI to AI,AI,1117
,,,,,,,
"1,153",118623 (20.8205322),344024510,Computer Engineering,MHT-CET,AI to AI,AI,3440
,,,,,,,
"1,154",118897 (20.2327920),319661210,Mechanical Engineering,MHT-CET,AI to AI,AI,3196
"1,155",119016 (20.1763116),664361210,Mechanical Engineering,MHT-CET,AI to AI,AI,6643
"1,156",119121 (19.8474395),680329310,Electrical Engineering,MHT-CET,AI to AI,AI,6803
"1,157",119238 (19.4998540),629861210,Mechanical Engineering,MHT-CET,AI to AI,AI,6298
,,,,,,,
"1,158",119272 (19.4998540),631561210,Mechanical Engineering,MHT-CET,AI to AI,AI,6315
,,,,,,,
"1,159",119654 (18.8401670),628861210,Mechanical Engineering,MHT-CET,AI to AI,AI,6288
"1,160",120376 (17.5093411),516019110,Civil Engineering,MHT-CET,AI to AI,AI,5160
,,,,,,,
"1,161",121078 (16.5730741),414124510,Computer Engineering,MHT-CET,AI to AI,AI,4141
,,,,,,,
"1,162",121135 (16.5730741),213624610,Information Technology,MHT-CET,AI to AI,AI,2136
,,,,,,,
"1,163",121356 (15.6956852),621462410,Mechatronics Engineering,MHT-CET,AI to AI,AI,6214
"1,164",121489 (15.5460791),538037210,Electronics and ,MHT-CET,AI to AI,AI,5380
,,,Telecommunication Engg,,,,
"1,165",121536 (15.1013848),626792210,Civil and Environmental ,MHT-CET,AI to AI,AI,6267
,,,Engineering,,,,
"1,166",122162 (14.2356611),516091510,Structural Engineering,MHT-CET,AI to AI,AI,5160
,,,,,,,
"1,167",122164 (14.2356611),617761210,Mechanical Engineering,MHT-CET,AI to AI,AI,6177
"1,168",122227 (14.2210761),213137210,Electronics and ,MHT-CET,AI to AI,AI,2131
,,,Telecommunication Engg,,,,
"1,169",122320 (14.2210761),253319110,Civil Engineering,MHT-CET,AI to AI,AI,2533
"1,170",122551 (13.5440394),664319110,Civil Engineering,MHT-CET,AI to AI,AI,6643
"1,171",122686 (12.9353233),510319110,Civil Engineering,MHT-CET,AI to AI,AI,5103
,,,,,,,
"1,172",122775 (12.7995462),627561210,Mechanical Engineering,MHT-CET,AI to AI,AI,6275
,,,,,,,
"1,173",123192 (12.2194150),112061210,Mechanical Engineering,MHT-CET,AI to AI,AI,1120
"1,174",124013 (10.5662165),517729310,Electrical Engineering,MHT-CET,AI to AI,AI,5177
"1,175",124258 (10.1982314),628329310,Electrical Engineering,MHT-CET,AI to AI,AI,6283
"1,176",125081 (8.5951196),322291110,Computer Science and ,MHT-CET,MI to AI,MI,3222
,,,Engineering(Artificial ,,,,
,,,,,,,
"1,177",125120 (8.3872203),510819110,Civil Engineering,MHT-CET,AI to AI,AI,5108
,,,,,,,
"1,178",125346 (8.0762868),683919110,Civil Engineering,MHT-CET,AI to AI,AI,6839
"1,179",125453 (7.4616793),664061210,Mechanical Engineering,MHT-CET,AI to AI,AI,6640
"1,180",125724 (6.9738420),213624210,Computer Science and ,MHT-CET,AI to AI,AI,2136
,,,Engineering,,,,
"1,181",126016 (6.4853556),510961210,Mechanical Engineering,MHT-CET,AI to AI,AI,5109
,,,,,,,
"1,182",126137 (5.9143931),513919110,Civil Engineering,MHT-CET,AI to AI,AI,5139
"1,183",126185 (5.9035687),626992610,Electrical and Computer,MHT-CET,AI to AI,AI,6269
,,,Engineering,,,,
"1,184",126335 (5.5595051),111761210,Mechanical Engineering,MHT-CET,AI to AI,AI,1117
,,,,,,,
"1,185",126658 (4.7430830),253361210,Mechanical Engineering,MHT-CET,AI to AI,AI,2533
"1,186",126843 (4.3768020),632661210,Mechanical Engineering,MHT-CET,AI to AI,AI,6326
"1,187",126856 (4.3768020),113037210,Electronics and ,MHT-CET,AI to AI,AI,1130
,,,Telecommunication Engg,,,,
"1,188",127236 (3.5025356),540837210,Electronics and ,MHT-CET,AI to AI,AI,5408
,,,Telecommunication Engg,,,,
"1,189",127523 (2.8567374),213037210,Electronics and ,MHT-CET,AI to AI,AI,2130
,,,Telecommunication Engg,,,,
"1,190",127570 (2.7571580),621924210,Computer Science and ,MHT-CET,AI to AI,AI,6219
,,,Engineering,,,,
,,,,,,,
"1,191",127684 (2.5773938),625019110,Civil Engineering,MHT-CET,AI to AI,AI,6250
"1,192",127786 (2.3888294),464824610,Information Technology,MHT-CET,AI to AI,AI,4648
"1,193",128126 (1.4605095),317625910,Mechanical and ,MHT-CET,MI to AI,MI,3176
,,,Mechatronics Engineering ,,,,
"1,194",128163 (1.3842985),518161210,Mechanical Engineering,MHT-CET,AI to AI,AI,5181
,,,,,,,
"1,195",128217 (1.1966135),629337210,Electronics and ,MHT-CET,AI to AI,AI,6293
,,,Telecommunication Engg,,,,
"1,196",128291 (1.0630220),321837210,Electronics and ,MHT-CET,MI to AI,MI,3218
,,,Telecommunication Engg,,,,
"1,197",128451 (0.5789627),516161210,Mechanical Engineering,MHT-CET,AI to AI,AI,5161
"1,198",128553 (0.2085406),315419110,Civil Engineering,MHT-CET,AI to AI,AI,3154
,,,,,,,
"1,199",128582 (0.1228907),630837210,Electronics and ,MHT-CET,AI to AI,AI,6308
,,,Telecommunication Engg,,,,
